,Unit_Price,Quantity,Discount,Total_Price,Cluster,Category
2109,2.21,14.0,0.0,30.94,0,Soft Drinks
2110,1.75,11.0,0.0,19.25,1,Juices
2112,1.51,49.0,0.1,66.59,1,Juices
2113,0.87,3.0,0.05,2.48,0,Soft Drinks
2114,3.31,24.0,0.05,75.47,1,Juices
2116,2.61,52.0,0.1,122.15,3,Alcoholic Beverages
2118,3.21,13.0,0.0,41.73,1,Juices
2119,0.57,11.0,0.0,6.269999999999999,2,Water
2120,1.24,14.0,0.0,17.36,0,Soft Drinks
2121,1.23,13.0,0.0,15.989999999999998,2,Water
2123,0.62,6.000000000000001,0.1,3.35,2,Water
2124,2.12,34.0,0.1,64.87,0,Soft Drinks
2127,0.66,16.0,0.05,10.03,0,Soft Drinks
2131,2.83,35.0,0.05,94.1,1,Juices
2132,3.72,45.0,0.1,150.66,1,Juices
2133,0.93,4.0,0.0,3.7199999999999998,2,Water
2134,3.46,6.000000000000001,0.0,20.76,1,Juices
2135,0.56,1.0,0.0,0.56,2,Water
2138,1.67,23.0,0.05,36.49,1,Juices
2140,0.37,25.0,0.05,8.79,2,Water
2141,0.6,22.0,0.05,12.539999999999997,2,Water
2145,1.98,12.0,0.05,22.57,1,Juices
2146,1.02,47.0,0.05,45.54,0,Soft Drinks
2147,0.67,8.0,0.05,5.09,2,Water
2150,1.99,8.0,0.0,15.92,0,Soft Drinks
2151,1.49,4.0,0.0,5.960000000000001,0,Soft Drinks
2152,3.12,15.0,0.0,46.8,0,Soft Drinks
2153,3.46,15.0,0.0,51.900000000000006,1,Juices
2154,0.46,13.0,0.0,5.980000000000001,2,Water
2155,1.2,13.0,0.0,15.6,0,Soft Drinks
2156,3.12,4.0,0.0,12.48,1,Juices
2157,2.31,1.0,0.0,2.31,1,Juices
2158,4.22,3.0,0.0,12.66,3,Alcoholic Beverages
2159,1.75,5.0,0.0,8.75,1,Juices
2160,1.8,14.0,0.0,25.2,1,Juices
2161,0.96,2.0,0.0,1.92,0,Soft Drinks
2162,3.21,6.000000000000001,0.0,19.26,0,Soft Drinks
2163,2.38,5.0,0.0,11.9,1,Juices
2167,0.36,46.0,0.05,15.73,2,Water
2168,0.96,6.000000000000001,0.05,5.470000000000001,3,Alcoholic Beverages
2169,1.46,4.0,0.0,5.84,2,Water
2170,1.16,14.0,0.0,16.24,3,Alcoholic Beverages
2171,1.99,6.000000000000001,0.0,11.94,3,Alcoholic Beverages
2172,1.58,7.0,0.0,11.06,0,Soft Drinks
2173,0.98,44.0,0.05,40.96,3,Alcoholic Beverages
2174,0.97,36.0,0.1,31.43,0,Soft Drinks
2175,1.21,25.0,0.05,28.740000000000002,3,Alcoholic Beverages
2176,3.02,3.0,0.0,9.06,1,Juices
2177,0.89,11.0,0.0,9.790000000000001,2,Water
2178,1.04,12.0,0.0,12.48,2,Water
2179,2.27,2.0,0.0,4.54,0,Soft Drinks
2183,2.21,4.0,0.0,8.84,0,Soft Drinks
2185,6.2,24.0,0.05,141.36,3,Alcoholic Beverages
2186,3.07,32.0,0.1,88.42,1,Juices
2187,0.38,42.0,0.1,14.36,2,Water
2188,1.92,12.0,0.0,23.04,3,Alcoholic Beverages
2192,1.59,8.0,0.0,12.72,3,Alcoholic Beverages
2195,1.8,3.0,0.0,5.4,1,Juices
2196,4.88,7.0,0.0,34.16,3,Alcoholic Beverages
2197,2.27,10.0,0.0,22.7,0,Soft Drinks
2199,2.22,45.0,0.05,94.9,1,Juices
2201,1.41,9.0,0.0,12.69,3,Alcoholic Beverages
2202,1.23,1.0,0.0,1.23,0,Soft Drinks
2203,1.08,21.0,0.05,21.55,2,Water
2204,3.31,5.0,0.0,16.55,1,Juices
2206,3.67,1.0,0.0,3.67,1,Juices
2207,1.94,15.0,0.0,29.1,3,Alcoholic Beverages
2208,2.19,8.0,0.0,17.52,0,Soft Drinks
2210,0.56,8.0,0.0,4.48,0,Soft Drinks
2211,2.45,5.0,0.0,12.25,1,Juices
2212,1.88,3.0,0.0,5.64,3,Alcoholic Beverages
2213,3.12,9.0,0.0,28.08,0,Soft Drinks
2214,1.63,1.0,0.0,1.63,3,Alcoholic Beverages
2215,4.32,6.000000000000001,0.0,25.92,3,Alcoholic Beverages
2216,0.58,11.0,0.0,6.38,2,Water
2217,1.71,3.0,0.0,5.129999999999999,2,Water
2218,3.23,9.0,0.0,29.07,1,Juices
2219,1.94,21.0,0.05,38.7,0,Soft Drinks
2220,1.23,1.0,0.0,1.23,2,Water
2221,3.46,6.000000000000001,0.0,20.76,1,Juices
2222,0.57,12.0,0.0,6.84,2,Water
2223,1.66,11.0,0.0,18.26,2,Water
2224,1.02,5.0,0.0,5.1,3,Alcoholic Beverages
2226,3.21,14.0,0.0,44.94,0,Soft Drinks
2227,3.33,14.0,0.0,46.620000000000005,1,Juices
2228,0.63,7.0,0.0,4.41,0,Soft Drinks
2229,1.69,12.0,0.0,20.28,1,Juices
2231,1.21,12.0,0.0,14.520000000000001,0,Soft Drinks
2232,1.74,9.0,0.0,15.66,0,Soft Drinks
2233,3.12,2.0,0.0,6.24,1,Juices
2234,1.38,5.0,0.0,6.9,2,Water
2236,0.86,3.0,0.0,2.5800000000000005,2,Water
2237,0.59,1.0,0.0,0.59,0,Soft Drinks
2239,1.38,3.0,0.0,4.14,2,Water
2240,1.61,3.0,0.0,4.830000000000001,2,Water
2241,1.04,9.0,0.0,9.36,0,Soft Drinks
2242,0.96,10.0,0.0,9.599999999999998,2,Water
2243,0.47,1.0,0.0,0.47,2,Water
2245,3.21,13.0,0.0,41.73,1,Juices
2246,1.69,9.0,0.0,15.21,1,Juices
2248,1.99,4.0,0.0,7.96,3,Alcoholic Beverages
2249,1.45,22.0,0.05,30.3,1,Juices
2250,1.59,11.0,0.0,17.49,3,Alcoholic Beverages
2251,3.33,10.0,0.0,33.3,1,Juices
2252,4.19,4.0,0.0,16.76,3,Alcoholic Beverages
2253,0.89,8.0,0.0,7.12,2,Water
2254,2.28,37.0,0.05,80.14,1,Juices
2255,2.08,49.0,0.05,96.82,0,Soft Drinks
2258,2.49,42.0,0.1,94.12,1,Juices
2262,2.28,11.0,0.0,25.079999999999995,0,Soft Drinks
2263,0.96,3.0,0.0,2.88,2,Water
2264,2.05,1.0,0.0,2.05,0,Soft Drinks
2266,1.53,3.0,0.0,4.59,0,Soft Drinks
2267,0.93,2.0,0.0,1.8599999999999999,0,Soft Drinks
2268,0.46,6.000000000000001,0.0,2.76,2,Water
2269,3.46,5.0,0.0,17.3,1,Juices
2270,3.23,7.0,0.0,22.61,1,Juices
2271,1.24,56.0,0.1,62.5,2,Water
2272,1.06,44.0,0.1,41.98,2,Water
2273,3.56,13.0,0.0,46.28,1,Juices
2274,3.33,7.0,0.0,23.310000000000002,1,Juices
2275,3.21,6.000000000000001,0.0,19.26,0,Soft Drinks
2276,1.69,13.0,0.0,21.97,1,Juices
2277,2.12,15.0,0.0,31.8,0,Soft Drinks
2279,1.93,8.0,0.05,14.669999999999998,0,Soft Drinks
2280,1.04,32.0,0.05,31.62,3,Alcoholic Beverages
2282,4.35,14.0,0.0,60.9,3,Alcoholic Beverages
2284,0.94,5.0,0.05,4.46,2,Water
2285,2.21,35.0,0.1,69.61,1,Juices
2286,0.93,24.0,0.05,21.199999999999996,3,Alcoholic Beverages
2287,0.85,27.0,0.1,20.66,2,Water
2290,4.48,4.0,0.0,17.92,3,Alcoholic Beverages
2291,1.86,3.0,0.0,5.58,1,Juices
2292,0.56,12.0,0.0,6.72,0,Soft Drinks
2293,2.28,48.0,0.1,98.5,1,Juices
2294,2.24,53.0,0.05,112.78000000000002,0,Soft Drinks
2295,4.74,12.0,0.1,51.19,3,Alcoholic Beverages
2296,0.41,34.0,0.05,13.240000000000002,2,Water
2298,1.25,46.0,0.05,54.62,0,Soft Drinks
2300,0.89,12.0,0.0,10.68,2,Water
2301,3.02,6.000000000000001,0.0,18.12,1,Juices
2302,0.47,4.0,0.0,1.88,2,Water
2304,3.91,7.0,0.05,26.0,0,Soft Drinks
2307,3.31,2.0,0.0,6.620000000000001,0,Soft Drinks
2308,2.45,12.0,0.0,29.4,1,Juices
2309,3.11,3.0,0.0,9.33,1,Juices
2310,0.56,11.0,0.0,6.16,2,Water
2311,1.8,5.0,0.0,9.0,1,Juices
2312,0.96,14.0,0.0,13.44,0,Soft Drinks
2313,0.89,11.0,0.0,9.790000000000001,2,Water
2314,0.96,8.0,0.0,7.68,3,Alcoholic Beverages
2315,1.07,2.0,0.0,2.14,0,Soft Drinks
2316,0.53,14.0,0.0,7.419999999999999,0,Soft Drinks
2317,0.86,29.0,0.05,23.689999999999998,0,Soft Drinks
2322,0.99,2.0,0.0,1.9800000000000002,3,Alcoholic Beverages
2324,0.99,15.0,0.0,14.85,3,Alcoholic Beverages
2325,1.53,15.0,0.0,22.95,0,Soft Drinks
2326,3.02,7.0,0.0,21.14,1,Juices
2327,1.19,7.0,0.0,8.33,0,Soft Drinks
2331,2.26,11.0,0.0,24.86,0,Soft Drinks
2332,3.31,3.0,0.0,9.93,0,Soft Drinks
2333,1.41,15.0,0.0,21.15,3,Alcoholic Beverages
2334,1.07,14.0,0.0,14.98,2,Water
2336,3.31,9.0,0.0,29.79,1,Juices
2337,3.31,2.0,0.0,6.620000000000001,0,Soft Drinks
2338,0.99,4.0,0.0,3.9600000000000004,2,Water
2339,1.01,4.0,0.0,4.04,2,Water
2340,3.12,13.0,0.0,40.56,1,Juices
2341,1.2,8.0,0.0,9.599999999999998,0,Soft Drinks
2342,3.12,10.0,0.0,31.2,1,Juices
2343,0.86,5.0,0.0,4.3,2,Water
2344,1.75,7.0,0.0,12.25,1,Juices
2345,1.38,4.0,0.0,5.52,2,Water
2346,0.93,13.0,0.0,12.090000000000002,3,Alcoholic Beverages
2347,1.59,13.0,0.0,20.67,1,Juices
2349,1.99,9.0,0.0,17.91,0,Soft Drinks
2350,1.16,5.0,0.0,5.800000000000001,0,Soft Drinks
2351,0.99,6.000000000000001,0.0,5.94,0,Soft Drinks
2352,0.58,1.0,0.0,0.58,2,Water
2353,1.86,12.0,0.0,22.32,1,Juices
2354,0.99,8.0,0.0,7.920000000000001,2,Water
2355,1.46,12.0,0.0,17.52,2,Water
2356,3.02,7.0,0.0,21.14,1,Juices
2357,0.47,14.0,0.0,6.58,2,Water
2358,0.96,6.000000000000001,0.0,5.76,2,Water
2360,0.58,9.0,0.0,5.22,2,Water
2361,3.21,2.0,0.0,6.42,1,Juices
2362,2.45,10.0,0.0,24.5,1,Juices
2363,2.34,14.0,0.0,32.76,0,Soft Drinks
2364,0.64,1.0,0.0,0.64,2,Water
2366,0.89,5.0,0.0,4.45,2,Water
2367,0.96,11.0,0.0,10.56,2,Water
2368,0.99,3.0,0.0,2.97,2,Water
2369,3.02,10.0,0.0,30.2,1,Juices
2375,0.67,15.0,0.05,9.55,2,Water
2376,1.33,10.0,0.0,13.3,3,Alcoholic Beverages
2377,0.93,3.0,0.0,2.79,0,Soft Drinks
2378,1.75,6.000000000000001,0.0,10.5,1,Juices
2379,0.86,9.0,0.0,7.74,2,Water
2383,4.88,8.0,0.0,39.04,3,Alcoholic Beverages
2384,3.46,7.0,0.0,24.22,1,Juices
2385,1.92,2.0,0.0,3.84,3,Alcoholic Beverages
2386,1.02,13.0,0.0,13.26,3,Alcoholic Beverages
2387,1.75,6.000000000000001,0.0,10.5,1,Juices
2388,1.2,15.0,0.0,18.0,0,Soft Drinks
2389,1.07,15.0,0.0,16.05,0,Soft Drinks
2390,3.21,1.0,0.0,3.21,1,Juices
2391,1.04,11.0,0.0,11.44,2,Water
2392,0.57,3.0,0.0,1.71,2,Water
2393,3.23,4.0,0.0,12.920000000000002,1,Juices
2394,0.55,10.0,0.0,5.5,2,Water
2395,2.93,4.0,0.0,11.72,1,Juices
2396,1.59,15.0,0.0,23.85,1,Juices
2397,0.59,13.0,0.0,7.67,0,Soft Drinks
2398,0.33,44.0,0.05,13.79,2,Water
2399,2.02,7.0,0.05,13.43,0,Soft Drinks
2401,1.18,26.0,0.05,29.149999999999995,3,Alcoholic Beverages
2402,3.1,54.0,0.1,150.66,1,Juices
2403,2.93,8.0,0.0,23.44,1,Juices
2404,3.33,1.0,0.0,3.33,1,Juices
2405,0.89,2.0,0.0,1.78,2,Water
2406,1.94,5.0,0.0,9.7,3,Alcoholic Beverages
2407,1.66,13.0,0.0,21.58,2,Water
2408,0.93,4.0,0.0,3.7199999999999998,0,Soft Drinks
2409,4.74,9.0,0.0,42.66,3,Alcoholic Beverages
2411,1.09,5.0,0.0,5.45,3,Alcoholic Beverages
2413,1.19,14.0,0.0,16.66,0,Soft Drinks
2414,0.55,3.0,0.0,1.6499999999999997,2,Water
2415,2.93,8.0,0.0,23.44,1,Juices
2416,0.93,4.0,0.0,3.7199999999999998,2,Water
2417,0.53,9.0,0.0,4.77,0,Soft Drinks
2418,2.34,8.0,0.0,18.72,0,Soft Drinks
2420,0.49,9.0,0.0,4.41,2,Water
2421,1.08,21.0,0.05,21.55,2,Water
2423,1.39,5.0,0.05,6.599999999999999,3,Alcoholic Beverages
2424,0.63,24.0,0.1,13.61,2,Water
2425,2.04,15.0,0.0,30.6,3,Alcoholic Beverages
2426,2.45,6.000000000000001,0.0,14.7,1,Juices
2427,0.59,3.0,0.0,1.77,2,Water
2428,1.63,10.0,0.0,16.3,3,Alcoholic Beverages
2429,1.26,15.0,0.0,18.9,2,Water
2430,4.35,3.0,0.0,13.05,3,Alcoholic Beverages
2431,2.28,50.0,0.1,102.6,1,Juices
2434,0.57,7.0,0.0,3.99,2,Water
2435,1.18,9.0,0.0,10.62,0,Soft Drinks
2436,1.2,7.0,0.0,8.4,0,Soft Drinks
2437,1.54,13.0,0.0,20.02,3,Alcoholic Beverages
2438,1.04,10.0,0.0,10.4,0,Soft Drinks
2439,2.13,15.0,0.0,31.95,0,Soft Drinks
2440,2.22,3.0,0.0,6.66,0,Soft Drinks
2441,4.88,13.0,0.0,63.44,3,Alcoholic Beverages
2442,4.19,8.0,0.0,33.52,3,Alcoholic Beverages
2443,1.64,8.0,0.0,13.12,1,Juices
2445,2.56,28.0,0.05,68.1,1,Juices
2446,1.23,5.0,0.0,6.15,0,Soft Drinks
2447,1.58,5.0,0.0,7.9,0,Soft Drinks
2448,0.49,12.0,0.0,5.88,2,Water
2449,3.11,3.0,0.0,9.33,1,Juices
2450,1.71,12.0,0.0,20.519999999999996,2,Water
2451,1.98,12.0,0.0,23.76,3,Alcoholic Beverages
2452,3.33,1.0,0.0,3.33,1,Juices
2453,3.56,6.000000000000001,0.0,21.36,1,Juices
2454,3.21,10.0,0.0,32.1,1,Juices
2455,0.56,15.0,0.0,8.4,2,Water
2460,0.35,25.0,0.05,8.31,2,Water
2461,2.38,9.0,0.0,21.42,1,Juices
2462,1.42,12.0,0.0,17.04,2,Water
2463,0.61,11.0,0.0,6.71,0,Soft Drinks
2464,3.33,11.0,0.0,36.63,1,Juices
2465,0.46,12.0,0.0,5.52,2,Water
2466,1.61,3.0,0.0,4.830000000000001,2,Water
2467,1.14,8.0,0.0,9.12,0,Soft Drinks
2468,0.86,4.0,0.0,3.44,2,Water
2469,2.19,4.0,0.0,8.76,0,Soft Drinks
2470,1.66,6.000000000000001,0.0,9.959999999999999,2,Water
2472,2.28,5.0,0.0,11.4,0,Soft Drinks
2473,3.56,15.0,0.0,53.4,1,Juices
2474,1.87,56.0,0.1,94.25,1,Juices
2475,2.77,5.0,0.05,13.16,1,Juices
2476,2.62,10.0,0.1,23.58,1,Juices
2477,1.45,42.0,0.05,57.86000000000001,2,Water
2478,0.93,5.0,0.0,4.65,2,Water
2479,1.64,10.0,0.0,16.4,1,Juices
2480,3.21,9.0,0.0,28.889999999999997,1,Juices
2481,1.66,7.0,0.0,11.62,2,Water
2482,0.55,2.0,0.0,1.1,0,Soft Drinks
2483,1.24,14.0,0.0,17.36,0,Soft Drinks
2484,0.96,13.0,0.0,12.48,0,Soft Drinks
2485,5.96,5.0,0.05,28.31,3,Alcoholic Beverages
2487,1.04,4.0,0.05,3.95,0,Soft Drinks
2490,1.95,33.0,0.05,61.13,0,Soft Drinks
2492,4.35,14.0,0.0,60.9,3,Alcoholic Beverages
2494,2.05,4.0,0.0,8.2,0,Soft Drinks
2495,5.16,27.0,0.05,132.35,3,Alcoholic Beverages
2496,1.86,5.0,0.0,9.3,1,Juices
2497,0.59,10.0,0.0,5.9,2,Water
2498,0.99,15.0,0.0,14.85,3,Alcoholic Beverages
2499,1.58,11.0,0.0,17.38,0,Soft Drinks
2500,3.43,6.000000000000001,0.0,20.58,1,Juices
2501,3.31,14.0,0.0,46.34,0,Soft Drinks
2502,1.74,9.0,0.0,15.66,0,Soft Drinks
2503,1.02,10.0,0.0,10.2,3,Alcoholic Beverages
2504,1.2,2.0,0.0,2.3999999999999995,0,Soft Drinks
2505,1.59,12.0,0.0,19.08,1,Juices
2507,4.32,7.0,0.0,30.24,3,Alcoholic Beverages
2509,0.62,12.0,0.0,7.4399999999999995,2,Water
2511,0.8,33.0,0.05,25.079999999999995,2,Water
2512,0.42,1.0,0.05,0.4,2,Water
2513,2.27,10.0,0.0,22.7,0,Soft Drinks
2514,2.19,6.000000000000001,0.0,13.14,0,Soft Drinks
2516,1.42,7.0,0.0,9.939999999999998,2,Water
2517,1.55,12.0,0.05,17.67,3,Alcoholic Beverages
2519,3.2400000000000007,24.0,0.05,73.87,1,Juices
2522,3.67,3.0,0.0,11.01,1,Juices
2523,0.59,6.000000000000001,0.0,3.54,2,Water
2524,2.35,1.0,0.0,2.35,0,Soft Drinks
2525,1.71,15.0,0.0,25.65,2,Water
2526,1.27,5.0,0.0,6.35,0,Soft Drinks
2527,4.32,14.0,0.0,60.48,3,Alcoholic Beverages
2528,3.31,13.0,0.0,43.03,1,Juices
2529,1.21,11.0,0.0,13.31,0,Soft Drinks
2530,1.99,11.0,0.0,21.89,3,Alcoholic Beverages
2531,3.11,13.0,0.0,40.43,1,Juices
2536,2.06,11.0,0.1,20.39,0,Soft Drinks
2537,0.8100000000000002,27.0,0.05,20.78,2,Water
2538,0.67,27.0,0.05,17.19,0,Soft Drinks
2539,1.04,10.0,0.0,10.4,0,Soft Drinks
2540,1.71,4.0,0.0,6.84,2,Water
2541,0.91,10.0,0.0,9.1,2,Water
2542,3.11,12.0,0.0,37.32,1,Juices
2543,2.51,21.0,0.1,47.44,0,Soft Drinks
2544,3.43,11.0,0.0,37.73,1,Juices
2545,3.31,14.0,0.0,46.34,0,Soft Drinks
2546,3.67,10.0,0.0,36.7,1,Juices
2547,0.91,14.0,0.0,12.74,2,Water
2548,2.45,9.0,0.0,22.05,1,Juices
2549,0.51,25.0,0.05,12.11,2,Water
2551,2.56,3.0,0.05,7.3,1,Juices
2552,1.16,10.0,0.0,11.600000000000001,3,Alcoholic Beverages
2553,1.55,13.0,0.0,20.15,3,Alcoholic Beverages
2554,3.43,9.0,0.0,30.87,1,Juices
2555,0.96,9.0,0.0,8.64,0,Soft Drinks
2556,0.55,1.0,0.0,0.55,0,Soft Drinks
2557,1.46,3.0,0.0,4.38,2,Water
2558,3.31,11.0,0.0,36.41,1,Juices
2559,1.69,3.0,0.0,5.07,1,Juices
2560,3.43,6.000000000000001,0.0,20.58,1,Juices
2561,0.91,11.0,0.0,10.01,2,Water
2563,0.99,14.0,0.0,13.859999999999998,3,Alcoholic Beverages
2564,1.69,5.0,0.0,8.45,1,Juices
2565,1.71,4.0,0.0,6.84,2,Water
2566,0.49,5.0,0.0,2.45,2,Water
2567,0.58,7.0,0.0,4.06,2,Water
2569,0.99,14.0,0.0,13.859999999999998,0,Soft Drinks
2570,2.45,8.0,0.0,19.6,1,Juices
2571,1.21,15.0,0.0,18.15,0,Soft Drinks
2572,1.19,4.0,0.0,4.76,0,Soft Drinks
2573,1.66,7.0,0.0,11.62,2,Water
2574,2.38,15.0,0.0,35.7,1,Juices
2575,0.96,15.0,0.0,14.4,2,Water
2576,2.28,7.0,0.0,15.96,0,Soft Drinks
2577,1.08,14.0,0.0,15.12,3,Alcoholic Beverages
2579,4.32,2.0,0.0,8.64,3,Alcoholic Beverages
2580,3.43,4.0,0.0,13.72,1,Juices
2581,1.08,8.0,0.0,8.64,3,Alcoholic Beverages
2582,0.57,15.0,0.0,8.55,2,Water
2583,1.12,10.0,0.0,11.2,3,Alcoholic Beverages
2584,4.35,9.0,0.0,39.15,3,Alcoholic Beverages
2586,1.66,5.0,0.0,8.3,2,Water
2587,5.03,2.0,0.0,10.06,3,Alcoholic Beverages
2588,1.12,11.0,0.0,12.32,3,Alcoholic Beverages
2591,1.97,9.0,0.05,16.84,1,Juices
2592,0.96,54.0,0.05,49.25,0,Soft Drinks
2593,2.09,39.0,0.05,77.43,0,Soft Drinks
2594,3.61,8.0,0.05,27.44,1,Juices
2599,1.49,7.0,0.0,10.429999999999998,0,Soft Drinks
2600,1.23,12.0,0.0,14.76,2,Water
2601,4.07,11.0,0.0,44.77,3,Alcoholic Beverages
2602,1.54,9.0,0.0,13.859999999999998,3,Alcoholic Beverages
2603,1.92,7.0,0.0,13.44,3,Alcoholic Beverages
2604,3.31,9.0,0.0,29.79,0,Soft Drinks
2605,1.27,4.0,0.0,5.08,0,Soft Drinks
2606,1.46,1.0,0.0,1.46,2,Water
2607,0.59,7.0,0.0,4.13,2,Water
2611,2.35,3.0,0.0,7.05,0,Soft Drinks
2612,1.08,5.0,0.0,5.4,3,Alcoholic Beverages
2613,0.41,7.0,0.1,2.5800000000000005,2,Water
2614,0.61,6.000000000000001,0.05,3.48,0,Soft Drinks
2615,1.2,8.0,0.0,9.599999999999998,0,Soft Drinks
2616,2.75,29.0,0.05,75.76,1,Juices
2620,2.85,15.0,0.1,38.480000000000004,1,Juices
2621,4.07,14.0,0.0,56.98,3,Alcoholic Beverages
2622,1.92,8.0,0.0,15.36,3,Alcoholic Beverages
2623,3.23,14.0,0.0,45.22,1,Juices
2624,0.59,8.0,0.0,4.72,0,Soft Drinks
2625,0.99,1.0,0.0,0.9900000000000001,3,Alcoholic Beverages
2626,0.58,11.0,0.0,6.38,2,Water
2632,0.66,7.0,0.05,4.39,2,Water
2633,1.99,11.0,0.0,21.89,3,Alcoholic Beverages
2634,0.59,2.0,0.0,1.18,2,Water
2635,0.58,12.0,0.0,6.96,2,Water
2636,1.01,5.0,0.0,5.05,2,Water
2637,0.62,8.0,0.0,4.96,2,Water
2639,1.51,1.0,0.0,1.51,3,Alcoholic Beverages
2640,3.21,8.0,0.0,25.68,1,Juices
2641,1.18,3.0,0.0,3.54,0,Soft Drinks
2642,1.42,9.0,0.0,12.78,2,Water
2644,2.93,2.0,0.0,5.86,1,Juices
2645,2.31,6.000000000000001,0.0,13.859999999999998,1,Juices
2646,0.86,5.0,0.0,4.3,2,Water
2647,0.93,1.0,0.0,0.9299999999999999,0,Soft Drinks
2648,2.93,15.0,0.0,43.949999999999996,1,Juices
2649,2.28,7.0,0.0,15.96,0,Soft Drinks
2650,2.38,6.000000000000001,0.0,14.28,1,Juices
2651,2.34,4.0,0.0,9.36,0,Soft Drinks
2652,1.41,11.0,0.0,15.51,3,Alcoholic Beverages
2654,1.66,41.0,0.05,64.66,0,Soft Drinks
2659,0.6,55.0,0.1,29.7,0,Soft Drinks
2661,1.42,3.0,0.0,4.26,2,Water
2662,0.64,9.0,0.0,5.76,2,Water
2663,3.02,2.0,0.0,6.04,1,Juices
2664,4.22,12.0,0.0,50.64,3,Alcoholic Beverages
2665,3.71,34.0,0.05,119.83000000000001,1,Juices
2666,0.37,8.0,0.05,2.81,2,Water
2667,1.21,36.0,0.05,41.38,1,Juices
2668,0.93,10.0,0.05,8.84,3,Alcoholic Beverages
2669,0.98,5.0,0.05,4.66,2,Water
2671,0.46,8.0,0.0,3.68,2,Water
2672,2.05,13.0,0.0,26.65,0,Soft Drinks
2673,2.39,23.0,0.05,52.22,1,Juices
2674,1.71,45.0,0.05,73.1,1,Juices
2675,2.93,47.0,0.05,130.82,1,Juices
2676,1.44,12.0,0.05,16.42,0,Soft Drinks
2678,1.71,11.0,0.0,18.81,2,Water
2679,3.11,14.0,0.0,43.54,1,Juices
2680,3.43,12.0,0.0,41.16,1,Juices
2681,0.56,6.000000000000001,0.0,3.36,0,Soft Drinks
2683,1.24,2.0,0.0,2.48,0,Soft Drinks
2684,1.19,12.0,0.0,14.28,0,Soft Drinks
2685,2.05,1.0,0.0,2.05,0,Soft Drinks
2686,1.12,6.000000000000001,0.0,6.72,3,Alcoholic Beverages
2687,3.02,2.0,0.0,6.04,1,Juices
2688,1.18,7.0,0.0,8.26,0,Soft Drinks
2691,0.91,7.0,0.0,6.37,2,Water
2692,1.1,1.0,0.0,1.1,0,Soft Drinks
2693,2.12,14.0,0.0,29.679999999999996,0,Soft Drinks
2694,1.07,13.0,0.0,13.91,2,Water
2697,0.74,2.0,0.05,1.41,2,Water
2698,0.63,52.0,0.1,29.48,0,Soft Drinks
2704,0.99,3.0,0.0,2.97,2,Water
2705,1.46,14.0,0.0,20.44,2,Water
2706,0.49,11.0,0.0,5.39,2,Water
2707,3.31,15.0,0.0,49.65,1,Juices
2710,2.4,50.0,0.05,114.0,1,Juices
2711,3.67,1.0,0.0,3.67,1,Juices
2712,0.49,13.0,0.0,6.37,2,Water
2714,3.31,4.0,0.0,13.240000000000002,1,Juices
2715,1.99,9.0,0.0,17.91,3,Alcoholic Beverages
2716,1.69,5.0,0.0,8.45,1,Juices
2718,1.59,9.0,0.0,14.31,1,Juices
2719,0.53,10.0,0.0,5.299999999999999,0,Soft Drinks
2721,1.09,15.0,0.0,16.35,3,Alcoholic Beverages
2722,3.43,13.0,0.0,44.59,1,Juices
2723,0.54,21.0,0.05,10.770000000000001,0,Soft Drinks
2724,2.2,33.0,0.1,65.34,0,Soft Drinks
2727,1.01,10.0,0.0,10.1,2,Water
2728,3.12,13.0,0.0,40.56,0,Soft Drinks
2730,1.94,11.0,0.0,21.34,3,Alcoholic Beverages
2731,0.57,3.0,0.0,1.71,2,Water
2732,3.56,9.0,0.0,32.04,1,Juices
2734,2.84,37.0,0.1,94.57,1,Juices
2736,1.0,26.0,0.05,24.7,0,Soft Drinks
2737,1.56,49.0,0.05,72.62,2,Water
2738,0.42,16.0,0.05,6.38,2,Water
2739,1.41,11.0,0.0,15.51,3,Alcoholic Beverages
2740,1.24,11.0,0.0,13.64,0,Soft Drinks
2741,1.66,3.0,0.0,4.9799999999999995,2,Water
2743,2.28,10.0,0.0,22.8,0,Soft Drinks
2745,1.2,1.0,0.1,1.08,3,Alcoholic Beverages
2747,2.03,43.0,0.1,78.56,3,Alcoholic Beverages
2748,1.84,18.0,0.1,29.81,1,Juices
2750,0.55,15.0,0.0,8.25,2,Water
2751,3.12,8.0,0.0,24.96,1,Juices
2752,1.54,1.0,0.0,1.54,3,Alcoholic Beverages
2753,0.93,1.0,0.0,0.9299999999999999,0,Soft Drinks
2754,0.58,2.0,0.0,1.1599999999999997,2,Water
2755,3.31,9.0,0.0,29.79,0,Soft Drinks
2757,1.55,13.0,0.0,20.15,3,Alcoholic Beverages
2758,1.31,7.0,0.0,9.17,2,Water
2760,0.91,3.0,0.0,2.7299999999999995,2,Water
2763,0.55,3.0,0.0,1.6499999999999997,2,Water
2764,2.21,3.0,0.0,6.63,0,Soft Drinks
2765,0.93,13.0,0.0,12.090000000000002,2,Water
2766,0.86,6.000000000000001,0.0,5.160000000000001,2,Water
2767,3.33,11.0,0.0,36.63,1,Juices
2768,0.96,10.0,0.0,9.599999999999998,0,Soft Drinks
2769,1.66,15.0,0.0,24.9,2,Water
2770,0.96,2.0,0.0,1.92,3,Alcoholic Beverages
2771,1.26,11.0,0.0,13.859999999999998,2,Water
2772,0.47,15.0,0.0,7.05,2,Water
